name,gender,inhouse,caegory,title,urls,likes,profile,photolink
小原 凡司,1,,国際,笹川平和財団 上席研究員,https://newspicks.com//user/2342950?ref=recommended-picker,29300,小原 凡司       笹川平和財団 上席研究員   ジャンル: 国際政治  もらったいいね数: 29300  防衛大学校卒業後、海上自衛隊回転翼操縦士として勤務。第101飛行隊長、第21航空隊司令などを歴任する。1998年筑波大学大学院修士課程、2002年防衛研究所一般課程修了。その後、駐中国防衛駐在官、防衛省海上幕僚監部情報班長などを経て退職し、2013年1月東京財団、2017年6月から現職。著書に『何が戦争を止めるのか』（ディスカヴァー・トゥエンティワン）、『世界を威嚇する軍事大国・中国の正体』（徳間書店）など。  … 続きを読む,https://newspicks.com//users/2342950/cover?width=128&height=128&circle=true&t=20190913012457000
川端 隆史,1,,国際,Kroll Associates Singapore Senior Vice President,https://newspicks.com//user/171977?ref=recommended-picker,97301,川端 隆史       Kroll Associates Singapore Senior Vice President   ジャンル: 国際政治  もらったいいね数: 97301  【プロフィール】76年栃木県足利市生まれ。外務省で東南アジア情勢や国際テロリズム分析などを担当。SMBC日興証券ではASEAN政治経済レポートの執筆、機関投資家、個人投資家、事業会社に対する情報提供。2015年8月、Uzabase/NewsPicksに参画。2016年3月からUzabase Asia Pacificに出向し、チーフアジアエコノミスト。NewsPicksでのアジア情勢の記事やSPEEDA/INITIALではスマートシティや医療ツーリズムなど新たな産業分野やアジアのスタートアップについての分析記事多数執筆。2020年12月より、米国リスクコンサルティングファームのクロールのシンガポール支社勤務。  【情報発信】 各種SNS https://linktr.ee/takashikawabata オンラインサロン「川端会議」 https://www.oneandco.sg/ja/community/kawabatakaigi/  【アカデミズムでの活動】東京外国語大学アジア・アフリカ言語文化研究者共同研究員、アジア政経学会会員。  【著作】共著書に「東南アジア文化辞典」（丸善出版）、「ポスト・マハティール時代のマレーシア」（アジア経済研究所）、「マハティール政権下のマレーシア」（同）、「東南アジアのイスラーム」（東京外国語大学出版）。最近の主要論文に「マレーシア航空を襲った２つの悲劇」（「海外事情」2015年10月号）、「ハラール・ブームから多文化対応としてのムスリム・フレンドリー環境の形成に向けて」（「臨床栄養」2015年2月号）。  【NewsPicksで担当した主な特集】「教養としての国際情勢」https://newspicks.com/user/9535　「中国ITジャイアント」https://newspicks.com/user/9467　「朝鮮半島クライシス」https://newspicks.com/user/9456　「中国経済の心臓部・珠江デルタ」https://newspicks.com/user/9434  … 続きを読む,https://newspicks.com//users/171977/cover?width=128&height=128&circle=true&t=20210603183909000
小泉 悠,1,,国際,東京大学  先端科学技術研究センター 特任助教,https://newspicks.com//user/566797?ref=recommended-picker,13129,小泉 悠       東京大学  先端科学技術研究センター 特任助教   ジャンル: 国際政治  もらったいいね数: 13129  1982年千葉県生まれ。早稲田大学大学院政治学研究科修了。修士(政治学)。 外務省国際情報統括官組織で専門分析員、未工学研究所研究員、国会図書館調査員を務めた後、2019年から現職。 専門はロシアの軍事・安全保障政策。 著書に『現代ロシアの軍事戦略』、『「帝国」ロシアの地政学』、『軍事大国ロシア』がある。  … 続きを読む,https://newspicks.com//users/566797/cover?width=128&height=128&circle=true&t=20210602020729000
八田 浩輔,1,,国際,毎日新聞 外信部記者,https://newspicks.com//user/3680056?ref=recommended-picker,5108,八田 浩輔       毎日新聞 外信部記者   ジャンル: メディア  もらったいいね数: 5108  毎日新聞記者。科学環境部を経てブリュッセルを拠点にEU、気候変動、移民社会などを取材してきました。帰国後は外信部で欧州情勢を担当。科学ジャーナリスト賞（2013年）、共著に「偽りの薬」（新潮文庫） twitter.com/kskhatta  … 続きを読む,https://newspicks.com//users/3680056/cover?width=128&height=128&circle=true&t=20200806225638000
前嶋 和弘,1,,国際,上智大学 総合グローバル学部教授（現代アメリカ政治外交）,https://newspicks.com//user/1425973?ref=recommended-picker,22853,前嶋 和弘       上智大学 総合グローバル学部教授（現代アメリカ政治外交）   ジャンル: 国際政治  もらったいいね数: 22853  １９６５年静岡県生まれ。上智大学総合グローバル学部教授。専門は現代アメリカ政治外交。上智大学外国語学部英語学科卒、ジョージタウン大学大学院政治学部修士課程修了（MA）、メリーランド大学大学院政治学部博士課程修了（Pｈ.D.）。主な著作は『アメリカ政治とメディア：政治のインフラから政治の主役になるマスメディア』（北樹出版、２０１１年）、『オバマ後のアメリカ政治：２０１２年大統領選挙と分断された政治の行方』（共編著、東信堂、２０１４年）など。ヤフーニュースにアメリカ現代政治について、連載中（http://bylines.news.yahoo.co.jp/maeshimakazuhiro/）  … 続きを読む,https://newspicks.com//users/1425973/cover?width=128&height=128&circle=true&t=20181202192106000
大山 敬義,1,,国際,株式会社バトンズ  CEO /暦オタ・ガジェオタ・ミリオタ・時々謎のPro Picer,https://newspicks.com//user/434633?ref=recommended-picker,404327,大山 敬義       株式会社バトンズ  CEO /暦オタ・ガジェオタ・ミリオタ・時々謎のPro Picer   ジャンル: 金融  もらったいいね数: 404327  1991年に日本M&Aセンターという会社の創業に参加し、以来29年間M＆Aの世界に身を置いています。 2018年4月5日に新しく小規模企業に特化した経営のバトンタッチマーケットを運営する会社、株式会社バトンズを前職からスピンオフする形で創業。 50歳にして二度目の事業立ち上げとなりますが、今後はこちらを新たなライフワークとして活動していきたいと思っています。 又最近は一応IPOを経験したものとして、個人的にエンジェル投資家のようなこともやってます。  2016年7月から一応分類上金融関係のブロピッカー(だったのですが、2020年4月に何故か国際とビジネスのダブルネームとなりました)をさせて頂いていますが、歴史オタクの上に、重度のガジェットマニア、時々ミリオタ、たまに世界放浪者、自称中東ウォッチャーでもありまして、専ら専門分野と何の関係もないコメントで日々駄文の山を積み上げております。  大したコメントもできませんが、おヒマな折に軽い気持ちでご笑覧ください。  … 続きを読む,https://newspicks.com//users/434633/cover?width=128&height=128&circle=true&t=20201118010648000
池内 恵,1,,国際,東京大学 先端科学技術研究センター教授（グローバルセキュリティ・宗教分野）,https://newspicks.com//user/125232?ref=recommended-picker,23595,池内 恵       東京大学 先端科学技術研究センター教授（グローバルセキュリティ・宗教分野）   ジャンル: 国際政治  もらったいいね数: 23595  1973年東京生まれ。東京大学大学院総合文化研究科地域文化研究専攻博士課程単位取得退学。日本貿易振興会アジア経済研究所研究員、国際日本文化研究センター准教授、東京大学先端科学技術研究センター准教授（イスラム政治思想分野）を経て、2018年10月より現職。中東地域研究、イスラーム政治思想を専門とする。著書に『現代アラブの社会思想』（講談社、2002年、大佛次郎論壇賞）『書物の運命』（文藝春秋、2006年、毎日書評賞）『イスラーム世界の論じ方』（中央公論新社、2008年、サントリー学芸賞）『イスラーム国の衝撃』（文藝春秋、2015年、毎日出版文化賞・特別賞）、『サイクス＝ピコ協定　百年の呪縛』（新潮社、2016年）『シーア派とスンニ派』（新潮社、2018年）など。ブログ：中東・イスラーム学の風姿花伝　http://ikeuchisatoshi.com/　Twitter：中東ニュース速報　https://twitter.com/chutoislam　 Facebook：https://www.facebook.com/satoshi.ikeuchi　連載：池内恵の中東通信　http://www.fsight.jp/category/ikeuchinews  … 続きを読む,https://newspicks.com//users/125232/cover?width=128&height=128&circle=true&t=20181018164936000
細川 昌彦,1,,国際,明星大学 経営学部教授,https://newspicks.com//user/2249885?ref=recommended-picker,11748,細川 昌彦       明星大学 経営学部教授   ジャンル: 経済  もらったいいね数: 11748  1955年1月生まれ。77年東京大学法学部卒業、通商産業省入省。｢東京国際映画祭｣の企画立案、山形県警出向、山形県警警務部長に。貿易局安全保障貿易管理課長などを経て98年通商政策局米州課長、2002年貿易管理部長など通商交渉を最前線で担当した。2002年ハーバード・ビジネス・スクールAMP修了。2003年中部経済産業局長として「グレーター・ナゴヤ」構想を提唱。2004年日本貿易振興機構ニューヨーク・センター所長。2006年経済産業省退職。現在は大学で教鞭をとる傍ら、自治体や企業のアドバイザーを務める。著書に『メガ・リージョンの攻防』（東洋経済新報社）、『暴走トランプと独裁の習近平にどう立ち向かうか』（光文社新書）。日経ビジネス電子版「細川昌彦の深層・世界のパワーゲーム」に連載中。  … 続きを読む,https://newspicks.com//users/2249885/cover?width=128&height=128&circle=true&t=20210628004317000
遠藤 乾,1,,国際,北海道大学法学部・公共政策大学院教授（政治学、国際政治）,https://newspicks.com//user/1403881?ref=recommended-picker,5360,"遠藤 乾  北海道大学法学部・公共政策大学院教授（政治学、国際政治）    もらったいいね数: 5360  1966年東京生まれ。オックスフォード大学政治学博士（D.Phil）。政治学、国際政治、とくにEU研究、安全保障を専門とする。著書に『統合の終焉』（岩波書店、2013年、読売・吉野作造賞）、Presidency of the European Commission under Jacques Delors: The Politics of Leadership (Macmillan, 1998)。編著に『ヨーロッパ統合史』『原典・ヨーロッパ統合史―史料と解説』（名古屋大学出版会、2008年）、『グローバル・ガバナンスの思想と歴史』（有斐閣、2010年）、『複数のヨーロッパ』（北海道大学出版会、2011年）、『EUの規制力』（日本経済評論社、2012年）など。編著・共編著の『安全保障とは何か』『グローバル・コモンズ』を含め、全8巻の岩波シリーズ「日本の安全保障」（2014—15）の共同編集代表、朝日新聞論壇委員、毎日新聞や共同通信などでコラムを連載中、外務省政策評価アドヴァイザリーボードメンバー、東アジア市民社会対話「北海道ダイアログ」世話人。Twitter：https://twitter.com/ken_fiore_endo  … 続きを読む",https://newspicks.com//users/1403881/cover?width=128&height=128&circle=true&t=20190913011509000
相良 祥之,1,,政治・行政,API 主任研究員,https://newspicks.com//user/6437345?ref=recommended-picker,4379,相良 祥之       API 主任研究員   ジャンル: 国際政治  もらったいいね数: 4379  最近の関心はコロナ対策、国境管理（水際対策）、ワクチン外交、健康安全保障、経済安全保障（特に制裁、サイバー、新興技術）、国際紛争。これまで外務省 北東アジア第二課、国連事務局 政策・調停部（平和・安全保障）、国際移住機関IOMスーダン、JICA、DeNAで勤務。現在は民間・独立のシンクタンク、一般財団法人アジア・パシフィック・イニシアティブ（API）主任研究員。2020年前半の日本のコロナ対応を検証した「コロナ民間臨調」で事務局をつとめ、報告書では国境管理（水際対策）、官邸、治療薬・ワクチンに関する章で共著者。  著作に「危機管理としての日本のコロナ対応」アステイオン第94号、『コロナ民間臨調報告書』（共著）など。慶應義塾大学法学部卒、東京大学公共政策大学院修了。  略歴 https://sites.google.com/view/yoshiyukisagara/　  Twitter: https://twitter.com/Yoshi_Sagara  … 続きを読む,https://newspicks.com//users/6437345/cover?width=128&height=128&circle=true&t=20210712045154000
田原 総一朗,1,,政治・行政,ジャーナリスト,https://newspicks.com//user/1392157?ref=recommended-picker,30760,田原 総一朗       ジャーナリスト   ジャンル: メディア  もらったいいね数: 30760  1934年、滋賀県生まれ。60年、早稲田大学卒業後、岩波映画製作所に入社。64年、東京12チャンネル（現テレビ東京）に開局とともに入社。77年にフリーに。テレビ朝日系『朝まで生テレビ！』『サンデープロジェクト』でテレビジャーナリズムの新しい地平を拓く。98年、戦後の放送ジャーナリスト１人を選ぶ城戸又一賞を受賞。 現在、早稲田大学特命教授として大学院で講義をするほか、「大隈塾」塾頭も務める。  『朝まで生テレビ！』（テレビ朝日系）、『激論！クロスファイア』（ＢＳ朝日）の司会をはじめ、テレビ・ラジオの出演多数。  また、『日本の戦争』（小学館）、『塀の上を走れ　田原総一朗自伝』講談社）、『誰もが書かなかった日本の戦争』（ポプラ社）、『田原総一朗責任 編集 竹中先生、日本経済 次はどうなりますか?』（アスコム）など、多数の著書がある。  「田原総一朗のニッポン大改革」http://gendai.ismedia.jp/category/tahara  ＢＳ朝日「激論！クロスファイア」@gekiron 毎週土曜午前１０時～　　 テレビ朝日「朝まで生テレビ」@asamadetv　http://www.facebook.com/taharasoichiro  … 続きを読む,https://newspicks.com//users/1392157/cover?width=128&height=128&circle=true&t=20200905095637000
片山 大介,1,,政治・行政,日本維新の会 参議院議員 兵庫県選挙区選出,https://newspicks.com//user/1799221?ref=recommended-picker,22234,"片山 大介       日本維新の会 参議院議員 兵庫県選挙区選出   ジャンル: 政治・政策  もらったいいね数: 22234  平成4年４月 慶應義塾大学理工学部卒業後、NHK入局。 ▽社会部で皇室取材を担当したほか、 ▽ネット報道部でIT取材や、ニュースサイトの制作などを担当。  平成２４年３月 早稲田大学大学院公共経営研究科を修了。 修士論文は『TPP時代の日本農業の活路』。  平成２７年１１月 NHK退職 平成２８年７月 参議院選挙兵庫県選挙区で531,165票を獲得し初当選  【Web】: http://katayama-daisuke.com 【Blog】: http://ameblo.jp/katayama-daisuke 【Facebook】: https://www.facebook.com/katayamadaisuke106 【Twitter】: https://twitter.com/katayamayusuke  … 続きを読む",https://newspicks.com//users/1799221/cover?width=128&height=128&circle=true&t=20190913011824000
米重 克洋,1,,政治・行政,JX通信社 代表取締役,https://newspicks.com//user/100534?ref=recommended-picker,11632,米重 克洋       JX通信社 代表取締役   ジャンル: メディア  もらったいいね数: 11632  JX通信社 代表取締役。88年山口県生。報道研究者。報道ベンチャーとして報道機関などへのニュース速報配信や世論調査を手がけています。専門/関心分野は選挙予測、地方自治、民間航空。他にY!ニュースオーサー、TOKYO FM「ONE MORNING」月曜コメンテーター。うさぎ愛好家。  … 続きを読む,https://newspicks.com//users/100534/cover?width=128&height=128&circle=true&t=20200528222508000
音喜多 駿,1,,政治・行政,参議院議員（東京都選出） ブロガー,https://newspicks.com//user/249529?ref=recommended-picker,57885,音喜多 駿       参議院議員（東京都選出） ブロガー   ジャンル: 政治・政策  もらったいいね数: 57885  政治の情報を毎日発信するブロガー議員。1983年生まれ、東京都北区出身。海城校卒、早稲田大学政治経済学部卒。LVMHモエヘネシー・ルイヴィトングループにて7年間のビジネス経験を経て、都議会議員（二期）に。2019年7月に国政へ初挑戦し、現在、日本維新の会・参議院議員（一期）。地域政党「あたらしい党」代表。  … 続きを読む,https://newspicks.com//users/249529/cover?width=128&height=128&circle=true&t=20200814230010000
荒井 太一,1,,政治・行政,森・濱田松本法律事務所 パートナー  弁護士,https://newspicks.com//user/4158302?ref=recommended-picker,4236,荒井 太一       森・濱田松本法律事務所 パートナー  弁護士   ジャンル: 法律  もらったいいね数: 4236  日本、NY州弁護士。ビジネス法務全般・労働法・M&A、ベンチャー支援が主要業務。日本経済新聞社第15回「企業法務・弁護士調査」弁護士ランキング(労務部門)にて4位にランクイン。一般社団法人XRコンソーシアム監事。  厚労省勤務時代に副業解禁を提言するほか「柔軟な働き方に関する検討会」委員を務めるなど、日本の組織と個人の新たな関係の構築をテーマとした活動もおこなっている。 （なお、コメントは個人の見解であり、所属する団体・事務所を代表するものではありません。）  … 続きを読む,https://newspicks.com//users/4158302/cover?width=128&height=128&circle=true&t=20210114045658000
猪瀬 直樹,1,,政治・行政,作家、元東京都知事,https://newspicks.com//user/374645?ref=recommended-picker,90462,猪瀬 直樹       作家、元東京都知事   ジャンル: 政治・政策  もらったいいね数: 90462  ◆ 著作集「日本の近代」電子書籍化開始！ http://bit.ly/2Mt1K5Z  1946年、長野県生まれ。87年『ミカドの肖像』で第18回大宅壮一ノンフィクション賞を受賞。『日本国の研究』で96年度文藝春秋読者賞受賞。以降、特殊法人等の廃止・民営化に取り組み、2002年、小泉純一郎首相より道路公団民営化委員に任命される。東京大学客員教授、東京工業大学特任教授などを歴任。07年、東京都副知事に任命される。2012年から13年、東京都知事。2015年より日本文明研究所所長、大阪府市特別顧問。主著に、『ペルソナ 三島由紀夫伝』『ピカレスク 太宰治伝』『昭和16年夏の敗戦』『天皇の影法師』、近著に『救出: 3・11気仙沼 公民館に取り残された446人』『戦争・天皇・国家 近代化150年を問いなおす』（田原総一朗との共著）『民警』『国民国家のリアリズム』（三浦瑠麗との共著）『明治維新で変わらなかった日本の核心』（磯田道史との共著）『平成の重大事件』（田原総一朗との共著）『ここから始まる』（蜷川有紀との共著）などがある。  … 続きを読む,https://newspicks.com//users/374645/cover?width=128&height=128&circle=true&t=20190524161538000
徐 東輝(とんふぃ),1,,政治・行政,弁護士（スマートニュース株式会社/法律事務所ZeLo//Mielka）,https://newspicks.com//user/266764?ref=recommended-picker,78700,"徐 東輝(とんふぃ)       弁護士（スマートニュース株式会社/法律事務所ZeLo//Mielka）   ジャンル: 法律  もらったいいね数: 78700  法律事務所ZeLo/株式会社LegalForce NPO法人Mielka代表理事 京都大学法科大学院卒 虎党 World Economic Forum Global Shaper 「法・政治・テクノロジー」が現在の3軸 「Technology, Data, Design for Civic Virtue」というアーキテクチャ設計が直近のテーマ  『在日韓国人京大生が教える、憲法の視点からの日韓問題』著  Twitter: @tonghwi17 note: https://note.mu/tonfi  発言は個人の見解を示すもので、所属する組織とは関係ありません。  … 続きを読む",https://newspicks.com//users/266764/cover?width=128&height=128&circle=true&t=20201102001904000
山田 桂一郎,1,,政治・行政,JTIC.SWISS 代表,https://newspicks.com//user/2720028?ref=recommended-picker,11719,山田 桂一郎       JTIC.SWISS 代表   ジャンル: アート・文化  もらったいいね数: 11719  JTIC.SWISS 代表　 スイス ツェルマット観光局、クラン-モンタナ観光局、ヴェルビエ観光局、ヴァレー州観光局 元日本市場プロモーション担当　 観光カリスマ百選（内閣府、国土交通省、農林水産省認定） 総務省地域力創造アドバイザー　 内閣官房地域活性化伝道師　 内閣官房クールジャパン地域プロデューサー 環境省環境カウンセラー　 日本エコツーリズム協会理事　 まちづくり観光研究所主席研究員　 地域経営支援ネットワーク ComPus 研究員　 北海道大学 観光学高等研究センター 客員教授　 和歌山大学 南紀熊野サテライト 客員教授　 奈良県立大学 客員教授　 にっぽん炊き込みごはん協会代表 等。   … 続きを読む,https://newspicks.com//users/2720028/cover?width=128&height=128&circle=true&t=20201003075806000
木下 斉,1,,政治・行政,一般社団法人エリア・イノベーション・アライアンス 代表理事,https://newspicks.com//user/309622?ref=recommended-picker,9006,木下 斉       一般社団法人エリア・イノベーション・アライアンス 代表理事   ジャンル: 地方創生  もらったいいね数: 9006  1982年生まれ。1998年早稲田大学高等学院入学、在学中の2000年に全国商店街合同出資会社の社長就任。2005年早稲田大学政治経済学部政治学科卒業の後、一橋大学大学院商学研究科修士課程へ進学、在学中に経済産業研究所、東京財団などで地域政策系の調査研究業務に従事。2007年より熊本城東マネジメント株式会社を皮切りに、全国各地でまち会社へ投資、設立支援を推進。  2009年、設立や経営に関与するまち会社による事業連携・政策立案組織である一般社団法人エリア・イノベーション・アライアンスを設立、代表理事就任。2014年より都市経営プロフェッショナルスクールの運営などを行う。内閣府地域活性化伝道師や各種政府委員も務める。  主な著書に「まちづくり幻想」(SB新書)、「地元がヤバい...と思ったら読む、凡人のための地域再生入門」(ダイヤモンド社)、「福岡市が地方最強の都市になった理由」（PHP研究所）、「地方創生大全」（東洋経済新報社）、「稼ぐまちが地方を変える」(NHK新書)、｢まちづくりの経営力養成講座｣（学陽書房）、「まちづくり:デッドライン」(日経BP)などがある。都市経営WEBマガジン「エリア・イノベーション・レビュー」などがある。  note https://note.com/shoutengai  youtubeチャンネル「KINOSHITA TIMES」https://www.youtube.com/channel/UCphugJEhgQNRQJ_OiOjo54Q/　  問い合わせは、 https://ws.formzu.net/fgen/S96971793/ まで。  … 続きを読む,https://newspicks.com//users/309622/cover?width=128&height=128&circle=true&t=20210702023914000
階 猛,1,,政治・行政,衆議院議員,https://newspicks.com//user/1428758?ref=recommended-picker,3878,階 猛  衆議院議員    もらったいいね数: 3878  衆議院議員（岩手１区、5期）、盛岡一高、東大野球部で投手。勤務先の日本長期信用銀行が経営破たん後、企業内弁護士。07年初当選。総務大臣政務官、民進党政務調査会長などを歴任。  … 続きを読む,https://newspicks.com//users/1428758/cover?width=128&height=128&circle=true&t=20200311090951000
前田 直人,1,,政治・行政,朝日新聞社 コンテンツ戦略ディレクター(編集担当補佐),https://newspicks.com//user/3512416?ref=recommended-picker,26745,前田 直人       朝日新聞社 コンテンツ戦略ディレクター(編集担当補佐)   ジャンル: メディア  もらったいいね数: 26745  １９９２年、朝日新聞社入社。山口支局、西部本社社会部(福岡)をへて政治部。首相官邸、自民党、民主党など担当。野党キャップ、官邸キャップ、政治部デスク、名古屋報道センターデスク、政治担当編集委員、世論調査部長。政治記者としての守備範囲は政党政治と選挙。投稿は個人の考えです。  twitter： https://twitter.com/Nao_Maeda_Asahi  … 続きを読む,https://newspicks.com//users/3512416/cover?width=128&height=128&circle=true&t=20210403020924000
福田 峰之,1,,政治・行政,前衆議院議員・多摩大学ルール形成戦略研究所客員教授,https://newspicks.com//user/132875?ref=recommended-picker,7582,福田 峰之  前衆議院議員・多摩大学ルール形成戦略研究所客員教授    もらったいいね数: 7582  内閣府大臣補佐官（マイナンバー）、内閣府副大臣（IT・防災）を歴任し、新たな国づくりを目指した前衆議院議員（3期）。ルール形成戦略、水素エネルギー政策の第一人者。平成26年、50歳にして、次女が産まれ、2人の女の子のパパ。  … 続きを読む,https://newspicks.com//users/132875/cover?width=128&height=128&circle=true&t=20191024230507000
崔 真淑,1,,経済,エコノミスト/一橋大学院博士課程在籍 『30年分の経済ニュースが1時間で学べる』(大和書房),https://newspicks.com//user/117617?ref=recommended-picker,61062,崔 真淑       エコノミスト/一橋大学院博士課程在籍 『30年分の経済ニュースが1時間で学べる』(大和書房)   ジャンル: 経済  もらったいいね数: 61062  エコノミスト(MBA in Finance)。一橋大学大学院博士後期課程在籍。専門はコーポレートガバナンス、ファイナンス。東証一部株主会社シーボン社外取締役。日経CNBC経済解説委員会コメンテーター、昭和女子大学現代ビジネス研究所研究員 。2008年神戸大学卒業後、大和証券ＳＭＢＣで当時最年少の女性アナリストとして活躍。2012年にGood News and Companies 設立。経済学を軸に、経済ニュース解説、資本市場分析を得意とするエコノミストとして活動。フジテレビ『Live News α』テレビ東京『昼サテ』NHKラジオ第一『マイあさラジオ』、文化放送『The News Masters TOKYO』、日経CNBC『昼エクスプレス』ラジオNIKKEI『マーケットプレス後場』出演中。 2017年4月より一橋大学イノベーション研究センターでも研究活動を行う。   … 続きを読む,https://newspicks.com//users/117617/cover?width=128&height=128&circle=true&t=20201017215521000
Kato Jun,1,TRUE,経済,ユーザベース SPEEDAアナリスト,https://newspicks.com//user/100438?ref=recommended-picker,538387,Kato Jun  ユーザベース SPEEDAアナリスト    もらったいいね数: 538387  経済情報プラットフォームのSPEEDAで、分析関連のコンテンツやプロダクトの企画・推進などを行っています。 外資系金融機関でのプロジェクトマネジメント、日本株投資業務に従事後、2016年末までユーザベースに約4年間所属し、チーフアナリストとしてNewsPicksやSPEEDAでの分析やコメント、またサービス・機能の企画開発などを担当。2017年より半年間、「働く株主®」として企業進化を応援するみさき投資にて、エンゲージメント投資に従事後、ユーザベースに戻り、NewsPicksのコミュニティチームで解説員などもやっていました。  … 続きを読む,https://newspicks.com//users/100438/cover?width=128&height=128&circle=true&t=20201115123024000
村上 由美子,2,,経済,MPower Partners General Partner,https://newspicks.com//user/647934?ref=recommended-picker,13819,村上 由美子       MPower Partners General Partner   ジャンル: 経済  もらったいいね数: 13819   上智大学外国語学部卒、スタンフォード大学院修士課程（MA）、ハーバード大学院経営修士課程（MBA）修了。その後約20年にわたり主にニューヨークで投資銀行業務に就く。ゴールドマン・サックス及びクレディ・スイスのマネージング・ディレクターを経て、2013年から2021年までOECD東京センター所長。OECDの日本およびアジア地域における活動の管理、責任者。政府、民間企業、研究機関及びメディアなどに対し、OECDの調査や研究、及び経済政策提言を行う。2021年5月にESG重視型グローバルVCファンド、MPower Partners を創業，ゼネラルパートナーとして就任。ビジネススクール入学前は国連開発計画や国連平和維持軍での職務経験も持つ。ハーバード・ビジネススクールの日本アドバイザリーボードメンバー。外務省の日米経済研究委員会、経済産業省の電力・ガス基本政策委員会など、いくつもの政府委員会で委員を歴任。著書に「武器としての人口減社会」がある。  … 続きを読む,https://newspicks.com//users/647934/cover?width=128&height=128&circle=true&t=20210612135001000
赤井 厚雄,1,,経済,株式会社ナウキャスト 取締役会長,https://newspicks.com//user/257547?ref=recommended-picker,70862,赤井 厚雄       株式会社ナウキャスト 取締役会長   ジャンル: 金融  もらったいいね数: 70862  慶應義塾大学法学部卒。 東京大学EMP修了。 米国Kidder Peabody & Co. を経て モルガンスタンレー米国本社に入社。 同社マネージングディレクター、 持ち株会社モルガンスタンレーグループ上級顧問・ポリシー・ユニット・メンバー。 東京大学　近未来金融システム創造プログラム　 プログラム統括責任者。 早稲田大学総合研究機構研究院客員教授、政策研究大学院非常勤講師を歴任。 2015年東京大学発fintecベンチャー株式会社ナウキャストを創業、代表取締役CEO。 2016年、Finatext社との経営統合を機に、同社取締役会長に就任。 2017年、株式会社スマートプラス常勤監査役を兼務。  経済財政諮問会議・EBPMアドバイザリーボードメンバー(経済財政一体改革推進委員会特別委員)、国土審議会部会委員、内閣官房都市再生有識者ボード・メンバー、内閣府ふるさと投資連絡会議アドバイザー、内閣官房EBPM研究会構成員、内閣府 近未来技術社会実装有識者会議委員、内閣府都市再生におけるデータ活用ワーキンググループ委員、国土交通省　不動産IDルール検討会、Aging In Place に関する日米研究会 座長など公職多数。 文化の分野では、公益財団法人小田原文化財団理事などを歴任。 https://finatext.com/ja https://smartplus-sec.com/ http://www.nowcast.co.jp/ https://todaifinanceinnovation.com/  座右の銘は、「非理法権天」  … 続きを読む,https://newspicks.com//users/257547/cover?width=128&height=128&circle=true&t=20210705055345000
椎名 則夫,1,,経済,証券アナリスト,https://newspicks.com//user/130194?ref=recommended-picker,112882,椎名 則夫       証券アナリスト   ジャンル: 経済  もらったいいね数: 112882  気になる経済・企業ニュースにコメントを続けていきます。どうぞよろしくお願いいたします。叱咤激励はMessengerないしLinkedinでご連絡いただけると幸いです。 *** 都市銀行で証券運用・融資に従事、米系資産運用会社の調査部で日本企業の投資調査を行う（担当業界は中小型株全般、ヘルスケア、保険、通信、インターネットなど）。米系証券会社のリスク管理部門（株式・クレジット等）を経て、独立系投資調査会社に所属しアナリスト業務を携わっていた。シカゴ大学MBA。日本証券アナリスト協会検定会員、CFA。元NewsPicks解説員。UMass Lowell講師。  … 続きを読む,https://newspicks.com//users/130194/cover?width=128&height=128&circle=true&t=20210613022636000
山岡 浩巳,1,,経済,フューチャー株式会社 取締役・フューチャー経済金融所長,https://newspicks.com//user/6449858?ref=recommended-picker,2029,山岡 浩巳       フューチャー株式会社 取締役・フューチャー経済金融所長   ジャンル: 金融  もらったいいね数: 2029  フューチャー株式会社取締役兼フューチャー経済・金融研究所長。ニューヨーク州弁護士。民間企業により構成される「デジタル通貨フォーラム」座長。86年東大法学部卒、90年カリフォルニア大バークレー校ロースクール修了。日本銀行調査統計局景気分析グループ長、企画室シニアエコノミスト、金融機構局参事役大手銀行担当総括、金融市場局長、決済機構局長などを経て現職。この間、IMF日本理事代理、バーゼル銀行監督委委員なども務める。  … 続きを読む,https://newspicks.com//users/6449858/cover?width=128&height=128&circle=true&t=20210201003717000
伊井 哲朗,1,,経済,コモンズ投信株式会社 代表取締役社長兼CIO,https://newspicks.com//user/142298?ref=recommended-picker,13368,伊井 哲朗  コモンズ投信株式会社 代表取締役社長兼CIO    もらったいいね数: 13368  愛知県名古屋市生まれ 山一證券、メリルリンチ日本証券を経て、2008年コモンズ投信株式会社を創業し、代表取締役社長に就任。2012年6月より最高運用責任者を兼務。現在に至る。著書に「普通の人」が「日本株」で年7％のリターンを得るただひとつの方法（講談社）、「市場」ではなく「企業」を買う株式投資（きんざい　共著）、企業・投資家・証券アナリスト 価値向上のための対話（日本経済新聞出版 共著）、97.7%の人が儲けている投資の成功法則（日本実業出版社） がある。   … 続きを読む,https://newspicks.com//users/142298/cover?width=128&height=128&circle=true&t=20200503121517000
